Regressor,fit_time,score_time,ucf_train,ucf_test,aRRMSE_train,aRRMSE_test,correntropy_train,correntropy_test,fit_time_var,score_time_var,ucf_train_var,ucf_test_var,aRRMSE_train_var,aRRMSE_test_var,correntropy_train_var,correntropy_test_var
mmERC_DecisionTreeRegressor_s=0.5,0.16283588409423827,2.8331582307815553,0.40777777777777774,0.865,0.9488827277462821,1.4603032791426265,0.2670006120500168,0.5672428200551014,0.0004731500330171912,2.7634427860744433,0.00019876543209876554,0.004524999999999998,0.001483499342867511,0.03773998845202759,0.00026702165745578316,0.005627526266628434
mmERC_SVR_s=0.5,0.3055188417434692,1.1825470209121705,0.9311111111111112,0.975,1.0245367718452187,1.1445687138276128,0.4418754864819781,0.5017214583623538,0.0050117594321415024,1.2112518959509548,0.00047037037037037023,0.0011250000000000001,0.0002522809547553837,0.006615686519531122,4.878681998937208e-05,0.004129875039669604
mmERC_RandomForestRegressor_s=0.5,0.6150436639785767,0.5058234453201294,0.5638888888888888,0.8700000000000001,1.0945027719819846,1.3773555525022763,0.32969713631931635,0.5382200962866225,0.0002770356594220402,0.020508737594037145,0.0006249999999999999,0.0041,0.0013282224388529106,0.01650802039332045,0.0002526495315573011,0.0038275232959131544
ERC_DecisionTreeRegressor,0.0577939510345459,0.007571864128112793,0.0,0.8800000000000001,1.389551130092741e-16,1.3511358900480717,0.0,0.5314040210524862,4.3462230657951294e-05,1.6356759493874049e-06,0.0,0.005099999999999999,1.2982711113041546e-35,0.01398519531086063,0.0,0.002075888063354612
ERC_SVR,0.0882685899734497,0.015025639533996582,0.9705555555555554,0.9949999999999999,0.9799521044105999,1.1234584232870541,0.4328622541591177,0.5005399940998483,7.15600578479325e-05,2.2876446161035345e-06,0.00013611111111111012,0.00022500000000000043,4.597210072217801e-05,0.004307922138051313,2.3076663912338924e-05,0.0025555540609003193
ERC_RandomForestRegressor,0.3352820873260498,0.024007534980773924,0.6905555555555557,0.9800000000000001,0.5866428204488359,1.1744114809063588,0.22036741066688514,0.49915900064530705,0.001095899152039692,7.689656302432014e-06,0.0005064814814814816,0.0010999999999999998,8.52271820781567e-05,0.0031569753571897134,3.251308145173127e-05,0.0017037509471113036
DecisionTreeRegressor,0.007381629943847656,0.005233192443847656,0.0,0.8700000000000001,0.0,1.5263430546887309,0.0,0.5819088338096738,3.0967652921845005e-05,4.237572957435986e-05,0.0,0.003599999999999999,0.0,0.03267900638675367,0.0,0.004281456001814713
RandomForestRegressor,0.02197139263153076,0.00598914623260498,0.5227777777777778,0.9800000000000001,0.4814871611049639,1.1927765151787333,0.16303792915879592,0.5033809374503619,6.874530416837389e-05,3.0799819933804434e-05,0.0016570987654320967,0.000600000000000001,0.00010542031519761488,0.01195300940936499,6.629396263230549e-05,0.003731960433319522
MultiOutputRegressor_DecisionTreeRegressor,0.00566403865814209,0.0020944833755493163,0.0,0.9099999999999999,0.0,1.5242580671861379,0.0,0.5799428250207499,4.198627255505016e-06,3.57376011947963e-07,0.0,0.006900000000000001,0.0,0.029494909473295684,0.0,0.005988001456597703
MultiOutputRegressor_SVR,0.011187887191772461,0.003671717643737793,0.9727777777777777,0.99,0.9727337921588053,1.1148443091065983,0.42766902708802335,0.49583217661258133,7.870770964700569e-05,5.527661290329889e-06,0.0001632716049382713,0.0008999999999999991,4.1686470712268744e-05,0.0031183903457575666,2.253254912326186e-05,0.0020493728513309942
MultiOutputRegressor_RandomForestRegressor,0.03541386127471924,0.004102110862731934,0.5383333333333333,0.9700000000000001,0.4741786530474754,1.2021505548830622,0.15806539485205495,0.5124997200004715,1.5240761334212038e-05,3.6281897166645647e-07,0.00034845679012345595,0.0015999999999999996,0.0002828300042481037,0.004787742515771953,2.9690387892701115e-05,0.0025657621653122683
RegressorChain_DecisionTreeRegressor,0.004214239120483398,0.0015254735946655274,0.0,0.8549999999999999,0.0,1.5046840568853237,0.0,0.5570561258678921,2.0519129066087773e-07,3.0703978382007332e-09,0.0,0.004724999999999998,0.0,0.023922898512896574,0.0,0.0035519074208538266
RegressorChain_SVR,0.0067832708358764645,0.0022809743881225587,0.95,0.9850000000000001,0.9932610713356924,1.1529077751628234,0.4353477249064658,0.5103283833628269,1.7400185862470606e-06,4.25566150852319e-08,0.00032716049382716005,0.0010250000000000003,9.06758022865381e-05,0.004145465718151954,3.6551922199914275e-05,0.0027236191194357504
RegressorChain_RandomForestRegressor,0.029123139381408692,0.003234076499938965,0.6027777777777776,0.8850000000000001,0.7100223326067165,1.2828053893703129,0.24362768262629125,0.5315376625005092,1.3978533593785868e-05,9.580996959357435e-08,0.0007114197530864202,0.009524999999999999,0.0008121707036553157,0.015975843547549867,0.0001243374276734011,0.005198771658552126
