,Y1,Y2,X1
0,-0.0016392941181051258,0.04374229293711706,0.6886859078888102
1,0.015149454878514716,0.40138121165481166,0.3829978664702257
2,-0.05202516809471747,0.4137693187296963,0.9334972510981091
3,0.18774091591868491,0.027465487375577576,0.12191407930449094
4,-0.2539138368682143,0.5509989940762577,0.7085726153228779
5,-0.09508713008337066,0.15850757108181032,0.3270224357009417
6,-0.1564272460644089,0.5827691367669692,0.2200123784957455
7,-0.12075633586351193,-0.03286979157791026,0.7542085786572227
8,0.08815908646254891,0.030135135579523797,0.17263321913157914
9,-0.09643181559743773,0.04484403738991238,0.9593563028760556
10,-0.10049330804508404,0.5179682465906597,0.5643976696160258
11,0.07257993251600879,-0.04618583818627535,0.06989548166578752
12,0.05749718109387697,0.5191804646807202,0.42766571053625224
13,-0.09980779435981695,0.48409468742886946,0.19916307164785207
14,-0.12373876473073045,0.5584819208457497,0.002355459693379802
15,0.027715795020417516,0.4736663471515416,0.3791906718990381
16,-0.12424305667311741,0.4355651629984053,0.8632508189005703
17,0.03501168016194385,0.5921347951819935,0.6579750453988289
18,0.055492761608316114,0.06070016530725632,0.5040792336330696
19,0.07387902946297814,-0.07567536108676687,0.16070837232677537
20,-0.08657768521033929,0.016945264231680142,0.9761214835019697
21,0.06720861633584962,0.34615521405567695,0.5768469454527806
22,-0.005206229297165552,-0.0650726544751337,0.0827059479987553
23,0.0386072714974083,0.3614335359496943,0.9104264240283085
24,-0.027307667105658007,-0.20910798143052958,0.6522885926039824
25,-0.008449119149614973,0.29413809928460033,0.03810615456118893
26,-0.13970065871878318,-0.027859246841938187,0.6236988334331841
27,-0.06049448738328011,-0.059577588401445,0.6746496595851683
28,0.09126991961913622,-0.025051490698248746,0.8883805455961054
29,-0.010511741633499454,-0.033890016454431224,0.3742351006661089
30,-0.022782739558441453,0.06391263772141309,0.14343776875175052
31,-0.0297362599409266,0.5501437502895439,0.9427631288116884
32,0.035672388774079695,0.42228915815042023,0.11474392642057563
33,0.02357348469087063,0.46972853831560785,0.19450309540334831
34,-0.15823960880537086,0.14543978999024673,0.953670595136169
35,0.06398983583415008,0.00039825279882704204,0.53835859996808
