,Y1,Y2,X1
0,-1.058252234886405,-0.8427875253650989,-0.7735511635184628
1,-0.7349726085406618,-1.2672832028840926,0.005770022677726132
2,-1.5519505631358557,-0.12474130910486991,-0.8858938081627672
3,-0.7003373272958817,-1.291551555236801,-0.1868542771521001
4,-1.3166445681146877,-0.5093496707108698,0.13561729565775266
5,-0.8487295734253841,-1.461686306017517,-0.6913456177857268
6,-1.5195042186911571,-0.24988237397391355,0.5236246920099068
7,-1.2730767695728824,-0.8299176769347931,-0.3002496137885969
8,-1.0465073986168256,-0.8269233526781066,-0.27112626567646847
9,-1.3547799423673226,-0.7688819358821539,-2.4427350087114434
10,-1.5451124940403458,-0.41814498586370163,-0.6002549756467602
11,-0.9623781331622774,-1.1538397344876152,0.3558214360787746
12,-0.7228220047880334,-1.5922929074075345,-2.006883627731959
13,-0.6800876692619275,-1.2769105364467532,0.7849866528662162
14,-0.40867052634902334,-1.6854509555229935,-1.5466197378762647
15,-1.0645106287590975,-0.9589583128015495,1.7566639604849867
16,-0.355357097487607,-2.299911368365265,1.364288373103919
17,-0.7232695597823664,-1.3608671269301373,1.5379196450395038
18,-0.795850787271478,-1.2063826018706658,-0.7704289219854814
19,-1.1271660472237601,-0.7798858680005671,0.03335536466462128
20,-1.8365209295513438,-0.005379042431272296,0.8940634401221423
21,-0.9768856509045123,-0.9990615350564878,1.0402345272143831
22,-1.1856300105495163,-0.6420367129892917,-1.5269595226989285
23,-1.3053793337207438,-0.501211978011407,-0.8128707752890892
24,-1.568413644889529,-0.2614429098452238,-0.3945316630296958
25,-1.2510418521735591,-0.48881105063539687,-2.9042762066327463
26,-0.5432097250952097,-1.7735448753983412,1.0976397046004884
27,-0.9218492398909306,-1.0882485273204852,0.09697255168101279
28,-1.6702762249872551,-0.15889901188088507,-0.3682042215779168
29,-1.188769977323615,-0.5748188122710767,-0.2862409087105368
30,-1.3813125981970624,-0.48836200156875176,-0.0660573239427451
31,-1.0140674233748541,-0.9007796907963952,0.08508615473002211
32,-1.0590579210401665,-1.0103003053616133,-0.23559823288816606
33,-0.2279116795739755,-2.018571135067602,0.42051992811551114
34,-1.001340280065927,-0.8327223261986716,-0.383865054454468
35,-1.408498942954354,-0.512674679030384,-0.2305735796814613
36,-0.8644113297853746,-1.4687958458253232,1.2516014967399989
37,-1.3349568835299876,-0.2978925808650552,-0.42686492082277744
38,-0.6036105759541106,-1.391852936382925,-0.8541537295035375
39,-1.5701385649936652,-0.09714753703158996,-1.0106468783373668
40,-1.3857221483353466,-0.5370704612427355,0.273999533566083
41,-1.50526987592532,-0.3825237623677822,-0.25762690033445995
42,-0.917059265934105,-1.1883462853288518,0.8097286456687192
43,-1.0593193732205455,-1.1679023670271085,-1.0365725711982678
44,-1.2257951324829208,-0.6180295866003291,0.9441194422215422
45,-1.4027596814993466,-0.47588769982954027,0.6555672939863593
46,-1.1394395608276024,-1.102461837535793,0.22185576533580734
47,-0.944767784916245,-0.9789405257782797,0.758620081204511
48,-1.4738967775405931,-0.47356424068159253,-0.721225034348523
49,-0.8493980787580768,-1.3344449975016999,-1.406388569014661
50,-1.1909503306337856,-0.8887520798921504,-1.1075714740968392
51,-1.2779169807052175,-0.5825886493370547,-0.22187281388046787
52,-0.5827864695574161,-1.4836771892818823,1.3881413671235951
53,-0.76945333289278,-1.3755362844806744,-1.5828083968676514
54,-1.254556643827032,-0.3586259413839459,1.0884510630515942
